,avgwordsen,avgchrword,avgsylword,nounperc,verbperc,pronperc,adjperc,conjperc,entropy,surprisal
Pieschanaia ghoriachka - Arkadii Strughatskii _ Boris Strughatskii.txt,8.1685,5.20314,2.22606,0.28924,0.22018,0.09731,0.09641,0.05471,8.68121,2.22719
Piknik na obochinie - Arkadii Natanovich Strughatskii _ Boris Natanovich Strughatskii.txt,10.2893,5.0408,2.20103,0.23481,0.19981,0.10528,0.08392,0.07982,9.93983,4.44142
Pochti takiie zhie - Arkadii Strughatskii _ Boris Strughatskii.txt,6.8283,5.43351,2.30974,0.27439,0.22209,0.09314,0.08087,0.0682,8.90367,2.83975
"Poldien_, XXII viek - Arkadii i Boris Strughatskiie.txt",7.91758,5.45848,2.36683,0.2789,0.1986,0.08569,0.09836,0.07214,10.36507,4.74208
Poniediel_nik nachinaietsia v subbotu - ArkaStrughatskii _ Boris Natanovich Strughatskii.txt,9.38364,5.4638,2.41115,0.27028,0.18868,0.09739,0.10003,0.07504,10.42783,4.31804
Popytka k bieghstvu - Arkadii Strughatskii _ Boris Strughatskii.txt,7.37205,5.23153,2.27049,0.26984,0.2082,0.09809,0.08703,0.06896,9.7031,4.0973
Porazhieniie - Arkadii Strughatskii _ Boris Strughatskii.txt,8.32194,5.66804,2.44859,0.28615,0.20186,0.06635,0.12816,0.07024,9.1804,2.64269
Poviest_ o druzhbie i niedruzhbie - Arkadii Strughatskii _ Boris Strughatskii.txt,11.70239,5.4673,2.39339,0.27036,0.16281,0.06199,0.12663,0.08432,9.93809,3.16491
Put_ na Amal_tieiu - Arkadii Natanovich Strughatskii _ Boris Natanovich Strughatskii.txt,7.6244,5.44758,2.36037,0.28432,0.21074,0.07832,0.09595,0.07342,9.68686,3.712
Shiest_ spichiek - Arkadii Strughatskii _ Boris Strughatskii.txt,9.58879,5.77953,2.51763,0.2922,0.17914,0.07466,0.1191,0.06842,9.23424,2.74506
Skazka o Troikie - Arkadii Strughatskii _ Boris Strughatskii.txt,10.98032,5.65547,2.47545,0.28356,0.17988,0.0906,0.10125,0.07806,10.35385,4.263
Spontannyi rieflieks - Arkadii Strughatskii _ Boris Strughatskii.txt,8.99321,5.6532,2.46139,0.28771,0.19256,0.06324,0.11554,0.06985,9.32549,2.66773
Stazhiery - Arkadii Strughatskii _ Boris Strughatskii.txt,7.74291,5.28001,2.30232,0.25766,0.20104,0.10193,0.09112,0.07135,9.97613,4.63281
Strana baghrovykh tuch (c illiustr.) - Arkadii Strughatskii _ Boris Strughatskii.txt,9.31081,5.69103,2.48271,0.29978,0.18459,0.06559,0.1173,0.06592,10.54713,4.6776
Trudno byt_ boghom - Arkadii Strughatskii _ Boris Strughatskii.txt,9.45013,5.26872,2.30872,0.27774,0.18954,0.09071,0.10715,0.0728,10.23392,4.30763
Ulitka na sklonie - Arkadii i Boris Strughatskiie.txt,11.0121,4.97585,2.19521,0.21709,0.20394,0.11408,0.08104,0.09066,9.72284,4.78387
V nashie intieriesnoie vriemia - Arkadii Strughatskii _ Boris Strughatskii.txt,7.87967,4.8515,2.10892,0.20642,0.20906,0.13375,0.0732,0.08004,8.14099,2.336
Volny ghasiat vietier - Arkadii Strughatskii _ Boris Strughatskii.txt,11.26747,5.49849,2.45192,0.27412,0.15313,0.10022,0.1009,0.07129,10.06741,4.20991
Vozvrashchieniie - Arkadii Natanovich Strughatskii _ Boris Natanovich Strughatskii.txt,8.25414,5.46045,2.37539,0.28325,0.19225,0.08301,0.10081,0.07166,10.37414,4.56258
Vtoroie nashiestviie marsian - Arkadii Strughatskii _ Boris Strughatskii.txt,13.19473,5.27336,2.33716,0.23547,0.18234,0.10499,0.08906,0.09297,9.79011,3.94834
Za milliard liet do kontsa svieta - Arkadii Strughatskii _ Boris Strughatskii.txt,9.78651,5.15448,2.26062,0.22126,0.19535,0.11594,0.08339,0.08258,9.70257,4.28452
ZABYTYI EKSPIeRIMIeNT - Arkadii Strughatskii _ Boris Strughatskii.txt,7.06603,5.56864,2.43148,0.31515,0.20438,0.07,0.09106,0.06218,9.29387,2.78908
Zhuk v muravieinikie - Arkadii Strughatskii _ Boris Strughatskii.txt,11.36043,5.32658,2.35937,0.23743,0.16707,0.11174,0.09823,0.07837,9.9777,4.4745
Bieghushchaia s diemonom - Tierri Bruks.txt,9.03531,5.0641,2.23349,0.24597,0.20504,0.12135,0.07323,0.07658,9.78764,5.34228
Chiernyi iedinorogh - Tierri Bruks.txt,9.69707,5.17288,2.25178,0.27991,0.20025,0.09442,0.08658,0.08047,9.80568,5.08429
Druid Shannary - Tierri Bruks.txt,9.33435,5.21193,2.28108,0.26829,0.2098,0.10623,0.0822,0.07155,9.86053,5.35239
El_fiiskiie kamni Shannary - Tierri Bruks.txt,9.50522,5.11333,2.22645,0.25757,0.20212,0.10787,0.08433,0.06927,9.82744,5.64003
Koldovskoie ziel_ie - Tierri Bruks.txt,9.59414,5.27256,2.32221,0.2435,0.20078,0.10567,0.08411,0.08098,9.83737,5.085
Korolieva el_fov Shannary - Tierri Bruks.txt,9.88888,5.23603,2.30491,0.25786,0.20533,0.1111,0.08541,0.07528,9.85558,5.34761
Miech Shannary - Tierri Bruks.txt,15.22874,5.3763,2.36812,0.27376,0.17272,0.07917,0.11844,0.07309,10.10363,5.81609
Piervyi korol_ Shannary - Tierri Bruks.txt,10.8945,5.28836,2.30706,0.26111,0.19728,0.10176,0.09103,0.07538,9.97838,5.58692
Piesn_ Shannary - Tierri Bruks.txt,9.31855,5.09575,2.18338,0.2673,0.1871,0.09054,0.08679,0.08077,9.89337,5.73308
Potomki Shannary - Tierri Bruks.txt,10.28478,5.10149,2.23586,0.2536,0.20029,0.11646,0.07282,0.07887,9.74956,5.56466
Printsiessa Zaziemiel_ia - Tierri Bruks.txt,11.94429,5.28163,2.32197,0.22661,0.19711,0.10595,0.08508,0.07924,9.77557,5.39449
Prodaietsia volshiebnoie korolievstvo - Tierri Bruks.txt,9.29615,5.20586,2.26923,0.25761,0.19701,0.10706,0.08588,0.07689,9.91247,5.21602
Shkatulka khitrosplietienii - Tierri Bruks.txt,9.6974,5.17491,2.27008,0.23245,0.20212,0.12305,0.08149,0.07926,9.70907,5.22408
Talismany Shannary - Tierri Bruks.txt,10.8955,5.26552,2.3089,0.27545,0.19638,0.0999,0.08812,0.07849,10.07124,5.44088
Volshiebnik u vlasti - Tierri Bruks.txt,9.46237,5.16562,2.24606,0.2544,0.20564,0.10706,0.07245,0.07613,9.68463,5.0437
"Astra. Shustroie schast_ie, ili Okhota na makogho drakona - Anna Sierghieievna Gavrilova.txt",9.61989,5.20106,2.27983,0.22727,0.19543,0.083,0.0842,0.1043,9.97447,4.9174
"Biespokoinoie schast_ie, ili Siekriety malien_kogho drakona - Anna Gavrilova.txt",10.82181,5.41635,2.3741,0.24162,0.19337,0.0712,0.09182,0.10205,10.13647,4.82606
"Blaghoslovitie korolia, ili Kharaktier skvie nie zhienat! - Anna Sierghieievna Gavrilova.txt",10.51895,5.36853,2.36651,0.22806,0.20259,0.07526,0.08083,0.10572,9.92405,5.01677
Bol_shaia i ghriaznaia liubov_ - Anna Sierghieievna Gavrilova.txt,8.38042,5.20858,2.28136,0.23991,0.19061,0.08666,0.08818,0.08696,10.09151,4.80724
Dusha Oghnia - Anna Gavrilova _ Natal_ia Zhil_tsova.txt,9.15061,5.12418,2.25226,0.23328,0.18931,0.0907,0.07657,0.09767,9.88843,4.9705
Esmi Solniechnyi Vietier - Anna Sierghieievna (SI) Gavrilova.txt,10.05518,5.33132,2.34949,0.24069,0.19517,0.08125,0.08193,0.09739,9.99677,5.20316
Ispytaniie Oghnia - Anna Gavrilova _ Natal_ia Zhil_tsova.txt,8.90527,5.1193,2.25487,0.23205,0.18822,0.09187,0.07732,0.09849,9.85311,5.00107
"Kanikuly v Ravanshirie, ili Svad_by nie budiet! (SI) - Anna Sierghieievna Gavrilova.txt",10.16911,5.37939,2.35038,0.23239,0.20281,0.08122,0.08487,0.09646,10.01892,4.92936
Krov_ na miechakh. Nas rassudiat boghi - Anna Gavrilova _ Dmitrii Anatol_ievich Gavrilov.txt,8.91611,5.21022,2.24705,0.2901,0.2002,0.05345,0.09209,0.08243,10.51071,4.74655
Masha i Pozitivnyi mir - Anna Sierghieievna Gavrilova.txt,9.15952,5.31621,2.3424,0.22967,0.19249,0.07925,0.08998,0.09751,10.1234,4.8274
Masha i Riektor v shokie - Anna Sierghieievna Gavrilova.txt,9.3526,5.33772,2.36551,0.23428,0.19261,0.08214,0.08714,0.0966,10.11574,4.83017
Masha i Tiemnyi Vlastielin - Anna Gavrilova.txt,9.51745,5.32645,2.33713,0.22338,0.20655,0.08457,0.08543,0.09913,10.10156,4.77263
Okhotniki na diemonov. Kapkan - Anna Sierghieievna Gavrilova.txt,9.91092,5.1809,2.27405,0.21622,0.21866,0.09692,0.07269,0.1017,9.79502,5.08322
Ostavaities_ s nami - Anna Sierghieievna Gavrilova.txt,7.42905,5.62142,2.41987,0.31014,0.19441,0.05139,0.10641,0.07026,9.70543,2.21628
Pokorieniie Oghnia (litres) - Anna Sierghieievna Gavrilova.txt,9.89212,5.1898,2.28561,0.23579,0.19327,0.08767,0.08056,0.099,9.95297,5.03806
Primanka - Anna Sierghieievna Gavrilova.txt,10.1114,5.26295,2.3111,0.22427,0.21434,0.08972,0.07778,0.0989,9.91435,4.87525
Put_ dolgha i liubvi - Anna Gavrilova.txt,9.798,5.28048,2.31063,0.25757,0.19029,0.08109,0.08787,0.08841,10.0367,4.90734
Put_ maghii i sierdtsa - Anna Gavrilova.txt,8.5503,5.26812,2.31369,0.24883,0.19723,0.08037,0.08867,0.08469,10.15933,4.83555
Raskolduitie eto niemiedlienno! - Anna Sierghieievna Gavrilova.txt,10.2407,5.39346,2.37414,0.24245,0.19867,0.07717,0.09445,0.09114,10.47944,4.70121
"Schast_ie vdrugh, ili Istoriia malien_kogho drakona - Anna Gavrilova.txt",8.21495,5.18867,2.25716,0.23594,0.19794,0.08243,0.08435,0.09445,10.04218,4.88246
Smiert_ za smiert_. Kara ghroznykh boghov - vich Gavrilov _ Anna Sierghieievna Gavrilova.txt,8.42443,5.22469,2.24707,0.27919,0.20177,0.05611,0.09225,0.08119,10.43616,4.72711
Souli. Dievushka iz ghrioz - Anna Sierghieievna Gavrilova.txt,8.02334,5.31359,2.31684,0.25037,0.20267,0.08186,0.0848,0.08672,10.10394,4.84247
Souli. V obiatiiakh miechty - Anna Sierghieievna Gavrilova.txt,8.17193,5.29857,2.3095,0.25282,0.19978,0.08499,0.08886,0.08037,10.15358,4.92225
Taniets Oghnia - Anna Gavrilova _ Natal_ia Zhil_tsova.txt,8.81025,5.09363,2.24446,0.22281,0.19144,0.09822,0.07906,0.09724,9.88081,4.96888
Tieoriia bol_shogho sboia - Anna Sierghieievna Gavrilova.txt,8.29087,5.2621,2.27417,0.26118,0.20225,0.0845,0.08461,0.07945,9.40391,3.18209
Trizna po kniaziu Riuriku. Krov_ za krov_! (a Gavrilova _ Dmitrii Anatol_ievich Gavrilov.txt,8.66114,5.21257,2.24467,0.28348,0.2017,0.05493,0.0919,0.0819,10.6236,5.34793
"Upriamoie schast_ie, ili Vospitaniie malien_kogho drakona - Anna Gavrilova.txt",10.09419,5.32417,2.33191,0.24189,0.19466,0.06863,0.08929,0.10559,10.09365,4.84909
Ushi nie troghat_! - Anna Sierghieievna Gavrilova.txt,7.73891,5.419,2.36002,0.26376,0.19873,0.08048,0.09298,0.07792,10.52012,5.02495
Vied_ma na diesiert - Anna Sierghieievna Gavrilova.txt,10.23984,5.37039,2.36308,0.22791,0.20302,0.08152,0.08799,0.09713,10.04769,4.88427
Zolotoi kliuchik dlia Nasti - Anna Gavrilova.txt,8.34602,5.3494,2.32915,0.25887,0.20517,0.07911,0.08957,0.07397,10.44697,4.77555
Zolotoi kliuchik dlia Nasti. Knigha vtoraia - Anna Gavrilova.txt,8.68598,5.30664,2.30429,0.25037,0.2056,0.08619,0.08429,0.08305,10.19596,5.03552
01.God krysy.Vidun_ia - Nieizviestnyi.txt,9.36182,5.45228,2.38447,0.27159,0.2053,0.06087,0.08171,0.08257,10.69648,4.65313
02.God Krysy. Putnitsa - Nieizviestnyi.txt,9.30604,5.23413,2.28285,0.26098,0.2019,0.06784,0.08144,0.08358,10.61157,5.28805
1-Profiessiia vied_ma - Nieizviestnyi.txt,9.50472,5.47148,2.40565,0.27705,0.18656,0.0854,0.10823,0.06855,10.97377,4.65343
2-Vied_ma-khranitiel_nitsa - Nieizviestnyi.txt,11.50395,5.46429,2.41152,0.26059,0.19028,0.08318,0.09885,0.07534,10.79934,4.62226
3-Vierkhovnaia Vied_ma - Nieizviestnyi.txt,12.61544,5.47658,2.40402,0.25756,0.17651,0.07267,0.10456,0.07761,10.80925,4.66657
Bielorskiie khroniki - Nieizviestnyi.txt,10.01506,5.36476,2.34871,0.26069,0.19259,0.07605,0.0913,0.07845,10.83585,4.76102
Akadiemiia chiernogho drakona. Stavka na vied_mu - Natal_ia Sierghieievna Zhil_tsova.txt,8.95914,5.33307,2.34733,0.22915,0.19115,0.09508,0.08904,0.08313,10.05134,4.75331
Akadiemiia maghichieskogho prava. Briunietka- Natal_ia Zhil_tsova _ Azaliia Ieriemieieva.txt,9.10855,5.32762,2.35505,0.24814,0.19098,0.09853,0.08501,0.07516,9.94145,4.93524
Akadiemiia maghichieskogho prava. Briunietkarghieievna Zhil_tsova _ Azaliia Ieriemieieva.txt,9.18657,5.38917,2.38153,0.2475,0.19361,0.09576,0.08837,0.07388,10.08713,4.76604
Antimagh - Natal_ia Zhil_tsova.txt,9.13576,5.32336,2.34067,0.22878,0.1827,0.09005,0.09501,0.0807,10.22425,4.73345
Ariia dlia boghov - Natal_ia Sierghieievna Zhil_tsova.txt,9.24384,5.31139,2.35016,0.23364,0.18122,0.09552,0.09189,0.08361,10.0226,4.74733
Bielaia fieia - Natal_ia Sierghieievna Zhil_tsova.txt,8.58911,5.18256,2.29667,0.22378,0.18127,0.09683,0.09452,0.08228,9.3467,2.97438
Gloriia. Kapkan na chietviertogho - Natal_ia Sierghieievna Zhil_tsova.txt,8.72171,5.38834,2.35226,0.2505,0.18851,0.09123,0.0946,0.07724,10.18089,4.76633
Kolodiets Mraka - Natal_ia Zhil_tsova.txt,8.55446,5.31462,2.33682,0.21882,0.1863,0.08972,0.09936,0.08388,10.1265,4.82395
Mar_ia Biessmiertnaia - Natal_ia Zhil_tsova.txt,8.75069,5.1492,2.2648,0.23234,0.19326,0.09565,0.08496,0.08588,10.17527,4.87679
Nasliednitsa magha smierti - Natal_ia Sierghieievna Zhil_tsova.txt,8.51926,5.37965,2.36715,0.22759,0.18871,0.09693,0.09014,0.08086,10.10374,4.81321
Obruchiennyie krov_iu. Vybor - Natal_ia Sierghieievna Zhil_tsova.txt,9.42155,5.47647,2.41919,0.25094,0.18563,0.09153,0.09107,0.07803,10.00338,4.76635
Otbor - Natal_ia Sierghieievna Zhil_tsova.txt,10.05472,5.64634,2.49308,0.26444,0.17422,0.08277,0.10473,0.07104,10.17761,4.68018
Piat_ sierdiets t_my - Natal_ia Zhil_tsova.txt,9.16577,5.39428,2.34874,0.25056,0.18885,0.08681,0.09612,0.07752,10.30981,4.87891
Polunochnyi zamok - Natal_ia Sierghieievna Zhil_tsova.txt,9.97686,5.51142,2.42482,0.24,0.18137,0.08693,0.10055,0.08048,10.14637,4.78355
Sila vied_my - Natal_ia S. Zhil_tsova.txt,9.11771,5.38408,2.36783,0.23891,0.19017,0.09016,0.08761,0.07776,10.10982,4.84773
Tri znaka smierti - Natal_ia Zhil_tsova.txt,9.02368,5.28242,2.29516,0.24877,0.1949,0.0955,0.08383,0.0789,10.02579,4.74375
Tsikl _Prokliatiie niekromanta_. Tietraloghiia. - Natal_ia Zhil_tsova.txt,8.47119,5.28365,2.31438,0.23666,0.19729,0.1027,0.08252,0.0745,10.15727,6.24399
Vied_ma tiemnogho plamieni - Natal_ia Sierghieievna Zhil_tsova.txt,8.85327,5.37568,2.37847,0.23639,0.18599,0.09168,0.09168,0.08098,10.12393,4.64699
Alieta - Miliena Zavoichinskaia.txt,10.19211,4.8801,2.18349,0.20936,0.18412,0.12821,0.07077,0.08864,9.81712,5.42101
Boievaia praktika knighokhodtsiev - Miliena Valier_ievna Zavoichinskaia.txt,8.96231,5.0888,2.27471,0.23062,0.19628,0.11606,0.0775,0.08726,10.0339,4.91092
Dom na pieriekriestkie (Triloghiia) - Miliena Zavoichinskaia.txt,8.76356,4.87201,2.18074,0.21768,0.18391,0.12943,0.06943,0.09161,9.88487,6.08951
Irzhina. Priednachiertannogho nie izbiezhat_ - Miliena V. Zavoichinskaia.txt,9.38877,5.06834,2.25979,0.22923,0.18739,0.11591,0.07635,0.09075,9.89061,5.14801
Irzhina. Sluchainoie - nie sluchaino - Miliena V. Zavoichinskaia.txt,8.59773,5.01641,2.22578,0.22779,0.18935,0.11723,0.07397,0.08848,9.8243,5.16358
"Irzhina. Vsio nie tak, kak kazhietsia_. - Miliena V. Zavoichinskaia.txt",8.25666,4.97513,2.20524,0.22241,0.18311,0.11966,0.07648,0.08669,9.79334,5.15337
Khroniki knighokhodtsiev - Miliena Zavoichinskaia.txt,9.12601,5.0779,2.27176,0.22942,0.18962,0.12218,0.07679,0.08875,10.03182,4.96819
Knighokhodtsy i taina miekhanichieskogho bogha - Miliena Zavoichinskaia.txt,9.3663,5.10005,2.27729,0.23416,0.18668,0.11345,0.08207,0.08761,10.08151,4.89245
Knighokhodtsy osobogho naznachieniia - Miliena Zavoichinskaia.txt,9.68941,5.08004,2.28024,0.22881,0.18904,0.11823,0.07746,0.09049,9.9596,4.93621
LIeTIT K TIeBIe V NOChI MOI GOLOS - Miliena Zavoichunskaia.txt,9.44108,5.24626,2.32793,0.23395,0.18545,0.11002,0.09879,0.07971,9.1475,2.86794
Mistier Smiert_ i choknutaia vied_ma - Miliena Valier_ievna Zavoichinskaia.txt,8.71767,5.10271,2.26923,0.23146,0.19202,0.1161,0.07888,0.08534,10.06488,4.85228
Oranzhievyi tsviet radughi - Miliena Zavoichinskaia.txt,9.09468,5.02658,2.25076,0.21643,0.19101,0.12009,0.07776,0.09069,9.85994,5.2918
"Popalas_, ptichka! - Miliena Valier_ievna Zavoichinskaia.txt",8.83323,4.92988,2.20104,0.20321,0.19565,0.13706,0.06997,0.09476,9.27343,3.69239
"Primorskaia akadiemiia, ili Ty prosto poka nprivyk - Miliena Valier_ievna Zavoichinskaia.txt",8.41665,5.01786,2.24247,0.22316,0.18603,0.12351,0.08242,0.0882,9.95094,5.01957
Sniezhnyie skazki (sbornik) - Miliena V. Zavoichinskaia.txt,9.23124,4.97181,2.22985,0.22664,0.17861,0.10594,0.08626,0.09094,9.76995,4.2353
Strashnyie skazki zakrytogho korolievstva - Miliena Valier_ievna Zavoichinskaia.txt,9.87011,5.04629,2.24123,0.22305,0.18894,0.11492,0.08566,0.09104,9.93738,4.88853
Trinadtsataia nieviesta - Miliena Zavoichinskaia.txt,8.7404,4.97869,2.22736,0.22567,0.18614,0.12075,0.07134,0.08843,9.8848,5.43957
Tsvietnaia muzyka sidkhie - Miliena Valier_ievna Zavoichinskaia.txt,9.83537,5.10204,2.28019,0.22199,0.18339,0.11958,0.08426,0.09148,9.84443,4.91521
Vysshaia Shkola Bibliotiekariei. Maghiia knighokhodtsiev - Miliena V. Zavoichinskaia.txt,8.67932,5.15231,2.30664,0.24087,0.1857,0.11183,0.08407,0.08489,10.06054,4.87636
01. Желязны Р. - Том 01. Витки. Чёрный трон (Миры Роджера Желязны) - 1995.txt,10.4587,5.26129,2.31956,0.24581,0.18686,0.11114,0.09106,0.07406,10.29051,5.1235
02. Желязны Р. - Том 02. Творец снов. Долина Проклятий. Порождения Света и Тьмы (Миры Роджера Желязны) - 1995.txt,8.91554,5.21674,2.28391,0.25956,0.19505,0.10448,0.08951,0.07827,10.34163,5.03915
03. Желязны Р. - Том 03. Дорожные знаки. Двери в песке (Миры Роджера Желязны) - 1995.txt,8.92254,5.22576,2.29288,0.22683,0.20338,0.12731,0.0805,0.07171,10.01923,5.03794
04. Желязны Р. - Том 04. Остров мёртвых. Умереть в Италбаре (Миры Роджера Желязны) - 1995.txt,9.94726,5.21016,2.2851,0.23364,0.19299,0.122,0.08375,0.07425,10.01875,5.06819
05. Желязны Р. - Том 05. Валет из Страны Теней. Князь Света (Миры Роджера Желязны) - 1995.txt,10.84789,5.12298,2.25014,0.24919,0.18356,0.10736,0.08824,0.08267,10.16735,5.34502
06. Желязны Р. - Том 06. Сегодня мы выбираем лица. Господь гнева (Миры Роджера Желязны) - 1995.txt,10.08715,5.28195,2.31652,0.23736,0.18607,0.10975,0.09593,0.07479,10.33146,5.06796
07. Желязны Р. - Том 07. Мост из пепла. Глаз кота (Миры Роджера Желязны) - 1995.txt,9.2286,5.32663,2.33344,0.24964,0.19748,0.11324,0.08982,0.07084,10.15434,4.99372
08. Желязны Р. - Том 08. Подменённый. Одержимый магией (Миры Роджера Желязны) - 1995.txt,8.92632,5.2994,2.31507,0.25699,0.20676,0.1009,0.0926,0.07118,10.11075,5.18765
09. Желязны Р. - Том 09. Дилвиш Проклятый. Очарованная земля (Миры Роджера Желязны) - 1995.txt,9.08767,5.26589,2.29894,0.25375,0.20945,0.10472,0.08669,0.07369,10.00973,5.30831
10. Желязны Р. - Том 10. Этот бессмертный. Имя мне легион (Миры Роджера Желязны) - 1995.txt,9.49608,5.10132,2.25015,0.22893,0.18789,0.13026,0.08417,0.08021,10.06043,5.08618
11. Желязны Р. - Том 11. Тоскливой октябрьской ночью... Кладбище слонов. Спящий (Миры Роджера Желязны) - 1996.txt,8.68554,5.13123,2.25188,0.23948,0.20127,0.11727,0.08376,0.07352,10.03467,4.9092
12. Желязны Р. - Том 12. Вспышка (Миры Роджера Желязны) - 1996.txt,12.92634,5.82417,2.55679,0.32084,0.16012,0.0544,0.12241,0.07462,10.77466,4.63212
"13. Желязны Р. - Том 13. Двери лица его, пламенники пасти его. Последний защитник Камелота (Миры Роджера Желязны) - 1995.txt",8.78767,5.1933,2.27825,0.24047,0.19755,0.12198,0.08988,0.07704,10.24045,4.98952
14. Желязны Р. - Том 14. Вариант единорога. Мороз и пламя (Миры Роджера Желязны) - 1995.txt,8.66693,5.24866,2.32676,0.24271,0.19408,0.12574,0.0907,0.07282,10.1837,5.13944
15. Желязны Р. - Том 15. Маска Локи (Миры Роджера Желязны) - 1996.txt,9.21062,5.38389,2.35877,0.29939,0.17489,0.08554,0.10297,0.0716,10.41426,4.71666
16. Желязны Р. - Том 16. Принеси мне голову Прекрасного принца (Миры Роджера Желязны) - 1996.txt,10.06331,5.39583,2.35284,0.26514,0.18647,0.09002,0.10272,0.07027,10.10841,4.76548
17. Желязны Р. - Том 17. Коль в роли Фауста тебе не преуспеть (Миры Роджера Желязны) - 1996.txt,11.59623,5.47525,2.41023,0.28431,0.16816,0.07818,0.11337,0.07113,10.57876,4.67938
18. Желязны Р. - Том 18. Театр одного демона (Миры Роджера Желязны) - 1996.txt,8.43419,5.40985,2.36985,0.27247,0.20092,0.09172,0.09687,0.07257,10.27651,4.2842
19. Желязны Р. - Том 19. Тёмное путешествие и др. (Миры Роджера Желязны) - 1996.txt,9.67398,5.08778,2.2362,0.22039,0.20241,0.12873,0.07325,0.08007,9.86772,4.87248
20. Желязны Р. - Том 20. Девять принцев Амбера. Ружья  Авалона (Миры Роджера Желязны) - 1996.txt,9.27277,4.94258,2.16486,0.2108,0.20391,0.13381,0.07416,0.07968,9.85231,5.30007
21. Желязны Р. - Том 21. Знак единорога. Рука Оберона (Миры Роджера Желязны) - 1996.txt,10.98184,4.99006,2.1802,0.20616,0.19174,0.13,0.07633,0.08551,9.75006,5.34681
22. Желязны Р. - Том 22. Владения Хаоса. Карты Судьбы (Миры Роджера Желязны) - 1996.txt,9.51017,5.11808,2.24441,0.22158,0.19791,0.12576,0.08499,0.07599,9.99397,5.0802
23. Желязны Р. - Том 23. Кровь Амбера. Знак Хаоса (Миры Роджера Желязны) - 1996.txt,8.85244,5.06984,2.22907,0.22209,0.21273,0.13704,0.07616,0.07314,9.87389,5.24398
24. Желязны Р. - Том 24. Рыцарь Теней. Принц Хаоса (Миры Роджера Желязны) - 1997.txt,8.24117,5.11998,2.2414,0.22453,0.20659,0.13412,0.08122,0.07462,9.98308,5.18334
25. Желязны Р. - Том 25. Наглядный путеводитель по замку Амбер. Рассказы (Миры Роджера Желязны) - 1997.txt,10.34191,5.47991,2.40938,0.28489,0.15962,0.08308,0.12595,0.07455,10.08657,3.9753
27. Желязны Р. - Том 27. Хрономастер (Миры Роджера Желязны) - 1997.txt,10.70144,5.51455,2.41618,0.27375,0.20372,0.09534,0.08515,0.07343,10.03822,4.85975
28.-Желязны-Р.-Том-28.-Дикие-земли.-Рассказы-_Миры-Роджера-Желязны_-1997.txt,9.58958,5.25379,2.27372,0.26765,0.20281,0.09223,0.09126,0.07257,10.46804,4.95559
29.-Желязны-Р.-Том-29.-После-победы-_Миры-Роджера-Желязны_-1997.txt,10.88152,5.34385,2.34137,0.27586,0.18953,0.09844,0.08728,0.07521,10.22959,4.91023
Gorod illiuzii - Ursula Lie Guin.txt,13.98281,5.28707,2.32352,0.25774,0.16131,0.09186,0.10778,0.0826,10.3388,5.56422
Korol_ planiety Zima - Ursula Lie Guin.txt,11.39711,5.26073,2.33154,0.2569,0.17504,0.10056,0.09876,0.08351,10.44622,5.4641
Lieghiendy Zapadnogho pobieriezh_ia - Ursula Lie Guin.txt,15.03977,5.09291,2.25882,0.23267,0.16989,0.10254,0.09025,0.09441,10.08388,5.77687
Orsiniia - Ursula Lie Guin.txt,12.85256,5.15812,2.2903,0.23909,0.17136,0.09791,0.09838,0.08172,10.18611,5.72026
Porogh - Ursula Lie Guin.txt,12.92616,5.16632,2.2844,0.23435,0.16973,0.0973,0.10234,0.08442,10.3497,5.76068
Prozrieniie - Ursula Lie Guin.txt,15.6169,4.98346,2.22222,0.22566,0.1725,0.11049,0.08983,0.09458,9.98699,5.93861
Rokannon - Ursula Lie Guin.txt,12.0693,5.18801,2.30698,0.24849,0.17471,0.10387,0.09919,0.08374,10.15855,5.65986
Roza vietrov - Ursula Lie Guin.txt,12.16236,5.18947,2.30083,0.24532,0.16758,0.09543,0.10087,0.08706,10.47497,5.49685
Skazaniia Ziemnomor_ia - Ursula Lie Guin.txt,14.4264,5.11832,2.25703,0.24222,0.16975,0.0919,0.09836,0.09506,9.97303,5.85281
Tolkovatieli - Ursula Lie Guin.txt,12.4959,5.37312,2.40453,0.25896,0.17096,0.09109,0.10296,0.08407,10.33813,5.37319
Volshiebnik Ziemnomor_ia. Grobnitsy Atuana. ierieghu. Tiekhanu_ Romany - Ursula Lie Guin.txt,13.46514,5.06932,2.225,0.24932,0.17246,0.09059,0.10242,0.08547,10.0247,6.02801
Vsieghda vozvrashchaias_ domoi - Ursula Lie Guin.txt,16.30027,5.15834,2.31316,0.26793,0.15226,0.08427,0.10376,0.09388,10.12858,5.72502
Kon_ i iegho mal_chik - Klaiv Stieiplz L_iuis.txt,9.40322,4.76598,2.08373,0.23122,0.20693,0.11386,0.07312,0.0951,9.35606,4.38261
"Liev, Koldun_ia i platianoi shkaf - Klaiv Stieiplz L_iuis.txt",10.68886,4.85672,2.11526,0.24047,0.19284,0.11407,0.0765,0.08933,9.30343,4.47259
Pliemiannik charodieia - Klaiv Stieiplz L_iuis.txt,9.06925,4.75623,2.08264,0.22117,0.21251,0.11854,0.06906,0.09414,9.23583,4.32787
Posliedniaia bitva - Klaiv Stieiplz L_iuis.txt,9.90129,4.9162,2.1423,0.23729,0.19758,0.11129,0.08145,0.09289,9.46393,4.47091
